id,release_year,main_genre,director,vote_average,vote_count,profit
36811,2009,Drama,Michael Hoffman,6.7,55,0
522,1994,Comedy,Tim Burton,7.3,630,-12112543
130150,2013,Drama,Jason Reitman,6.7,299,2275812
12246,2007,History,Sergei Bodrov,6.5,158,8527510
13809,2008,Action,Guy Ritchie,6.9,836,7739015
27380,1982,Adventure,Hal Needham,3.5,15,0
10549,1996,Drama,Kenneth Branagh,7.3,117,0
33870,2009,Drama,Bruce Beresford,6.8,28,-4280549
245703,2016,Adventure,Jeff Nichols,6.2,694,-11787718
10739,2003,Comedy,Woody Allen,6.2,149,0
127560,2013,Drama,Jonathan Teplitzky,6.7,273,4309223
37903,2009,Crime,Michael Haneke,7.2,255,-15238800
396152,2016,Horror,Zack Ward,5.3,11,0
10017,1986,Romance,Mike Marvin,5.9,108,800000
11468,2002,Drama,D.J. Caruso,7.0,104,-17323302
193613,2013,Music,Nimród Antal,6.7,83,-10027033
17436,2008,Drama,Gregor Jordan,4.4,60,-17617826
43434,2010,Crime,Olivier Assayas,6.7,50,-17128721
31166,2009,Thriller,Tran Anh Hung,5.6,20,-18000000
69848,1999,Western,Lance Hool,9.3,2,0
8408,1985,Horror,George A. Romero,6.9,270,30500000
332411,2016,Action,Chuck Russell,4.5,179,-18000000
9389,2006,Action,Christian Volckman,6.7,77,-16168652
9626,1985,Adventure,Richard Fleischer,5.0,206,-10951367
75638,2012,Thriller,Rodrigo Cortés,6.0,376,-448826
8363,2007,Comedy,Greg Mottola,7.0,2100,101463226
15670,2009,Comedy,Tyler Perry,6.4,52,90508336
290555,2014,Horror,David Hayter,5.7,82,-18000000
8328,2008,Music,Jon M. Chu,6.5,640,127816700
10982,2005,Animation,Cory Edwards,5.9,479,36053787
205,2004,Drama,Terry George,7.5,793,20500000
1620,2007,Action,Xavier Gens,5.9,966,75965753
175541,2013,Drama,Kasi Lemmons,5.8,16,-10481811
241254,2014,Thriller,Brian A Miller,4.6,218,248586800
31932,2002,Thriller,Matt Dillon,5.4,18,0
1933,2001,Horror,Alejandro Amenábar,7.4,1660,0
679,1986,Horror,James Cameron,7.7,3220,164816455
11113,1964,Drama,George Cukor,7.4,352,55070731
3597,1997,Horror,Jim Gillespie,5.6,687,108586134
193893,2014,Comedy,Luke Greenfield,6.4,1219,119621271
9675,2004,Comedy,Alexander Payne,6.9,478,93502303
9988,2006,Comedy,Jay Chandrasekhar,5.8,172,1679969
948,1978,Horror,John Carpenter,7.4,1035,69700000
21765,2003,Comedy,John Robert Hoffman,4.7,30,-17000000
146304,2013,Comedy,Malcolm D. Lee,6.7,110,54625195
7516,2006,Action,Joe Carnahan,6.4,534,40103895
41439,2010,Horror,Kevin Greutert,5.8,730,116150434
2752,2002,Comedy,Michael Lehmann,5.2,297,-17000000
9429,1998,Comedy,John Fortenberry,5.9,198,13331165
38117,2011,Drama,Daniel Barnz,6.0,849,26165571
9792,2006,Horror,Alexandre Aja,6.1,705,54623713
13778,2003,Comedy,Sam Weisman,5.1,64,0
228203,2015,Drama,Niki Caro,7.4,213,45710059
41382,2010,Comedy,Erik White,5.6,54,0
13960,2006,Drama,Christian Robinson,6.0,32,1170563
114150,2012,Comedy,Jason Moore,7.3,2247,98350426
26602,2001,Drama,Mike Tollin,4.8,63,-14306109
10223,1998,Drama,Sam Raimi,6.9,187,0
16028,2002,Horror,Robert Harmon,4.6,74,-17000000
15639,2006,Comedy,Trent Cooper,3.3,17,0
16112,1999,Family,Gary Halvorson,6.3,14,0
26390,2009,Crime,Antoine Fuqua,6.2,293,12536299
27759,1963,Action,Nicholas Ray,6.3,36,-7000000
109428,2013,Horror,Fede Alvarez,6.4,1723,80542952
23049,2009,Comedy,Donald Petrie,5.6,101,3455276
9310,2006,Comedy,Paul Weitz,4.9,95,-9685973
11411,1987,Action,Sidney J. Furie,4.1,318,2300000
16988,2008,Drama,Ian Iqbal Rashid,3.0,6,0
7304,2006,Action,Wayne Kramer,7.0,331,-7500000
24747,2004,Drama,Rowdy Herrington,5.5,19,0
58048,1986,Adventure,Jim Goddard,2.9,15,-17000000
1491,2006,Fantasy,Neil Burger,7.1,1615,46915017
2989,1981,Adventure,Noel Marshall,5.6,19,-15000000
10629,2003,Drama,Joel Schumacher,6.8,59,-15430082
255343,2014,Thriller,Andrea Di Stefano,6.1,271,-13241672
4723,2006,Action,Richard Kelly,5.2,153,-16625257
10800,2008,Animation,Guillaume Ivernel,6.5,129,-15000000
25763,1977,Action,Jack Smight,5.0,27,-8280000
79694,2012,Horror,Todd Lincoln ,4.5,140,-7372508
4032,1991,Comedy,Howard Zieff,7.0,428,-16500000
18615,2006,Drama,Steven Shainberg,5.8,73,-14518911
10673,1987,Crime,Oliver Stone,7.0,546,28848069
4584,1995,Drama,Ang Lee,7.2,352,118500000
2977,2007,Drama,Julian Jarrold,6.9,317,20811672
10760,2007,Comedy,Joe Nussbaum,6.0,236,-2879925
11093,2003,Drama,Vadim Perelman,7.0,199,442795
207,1989,Drama,Peter Weir,8.1,2705,219460116
8467,1994,Comedy,Bobby Farrelly,6.5,1859,231275374
639,1989,Comedy,Rob Reiner,7.3,950,76823546
24226,1982,Drama,Sidney Lumet,7.4,131,37977250
9285,2000,Comedy,Todd Phillips,5.9,542,103754278
14709,1999,Comedy,Brian Robbins,6.0,122,0
74643,2011,Drama,Michel Hazanavicius,7.3,1049,118432856
13788,2009,Horror,David S. Goyer,4.8,365,60514050
83666,2012,Comedy,Wes Anderson,7.6,1662,52263166
10781,2006,Horror,Jonathan Liebesman,5.9,402,-16000000
318850,2016,Drama,Cyrus Nowrasteh,6.4,30,-12009599
13908,2002,Comedy,Perry Andelin Blake,3.7,78,0
1417,2006,Fantasy,Guillermo del Toro,7.6,3041,64258226
39180,2001,Action,John Whitesell,4.8,44,0
16161,2001,Crime,John Singleton,7.4,55,13381649
49950,2011,Thriller,Christian E. Christiansen,5.3,224,24492759
10956,2001,Mystery,Dennie Gordon,5.5,242,13287695
9594,1991,Thriller,Sheldon Lettich,5.3,215,15102717
4638,2007,Crime,Edgar Wright,7.4,2199,68573774
13972,2008,Comedy,Diane English,4.6,96,34007546
5038,2008,Drama,Woody Allen,6.7,1020,81408652
13491,2007,Action,Peter Flinth,6.4,76,-25000000
10571,2000,Comedy,Robert Iscove,5.4,103,4627372
10994,2002,Drama,Peter Kosminsky,7.2,108,0
19994,2009,Comedy,Karyn Kusama,5.3,837,15556061
25166,2000,Comedy,Nick Gomez,5.4,43,-572808
30890,1987,Comedy,Woody Allen,7.0,127,-16000000
23169,2010,Drama,Allen Coulter,6.9,948,-20000000
17403,2003,Drama,Clare Kilner,5.7,42,0
12120,1988,Comedy,Richard Benjamin,5.3,131,-6146000
9800,1993,Drama,Jonathan Demme,7.6,988,180678440
1090,1999,Thriller,Josef Rusnak,6.8,378,2564088
18475,2004,Comedy,Lance Rivera,4.6,10,-15999988
40160,1979,Action,Ronald Neame,5.1,36,0
18074,2000,Comedy,Bruce Paltrow,5.5,34,0
9689,2002,Comedy,Woody Allen,6.4,113,-16000000
9781,1999,Comedy,Adam Rifkin,6.7,100,-2282885
8009,1986,Adventure,Russell Mulcahy,6.8,624,-10100000
3877,2007,Drama,Susanne Bier,6.7,90,-13150858
8854,1997,Science Fiction,Kenneth Johnson,4.3,48,-14313571
152599,2013,Drama,James Gray,6.2,250,-10132314
18840,2005,Drama,James Ivory,6.9,21,0
68727,2013,Thriller,Danny Boyle,6.5,956,4261569
12657,2004,Romance,Jessy Terrero,4.7,108,-1177654
8265,2008,Comedy,Dany Boon,6.8,615,42191886
12410,2008,Drama,Vicente Amorim,6.3,29,0
34647,2009,Fantasy,Gaspar Noé,7.2,387,-12245751
73935,2012,Comedy,Amy Heckerling,4.8,91,-16000000
28178,2009,Drama,Lasse Hallström,7.7,1717,31801389
185567,2013,Crime,Jérôme Salle,6.7,172,-16000000
264656,2014,Western,Tommy Lee Jones,6.4,258,-12557147
35696,2002,Comedy,Jesse Vaughan,4.2,20,-15600000
16351,2002,War,Atom Egoyan,5.7,16,0
38717,2001,Action,William Bindley,5.3,3,0
18777,2005,Mystery,Wayne Beach,5.5,16,-14262385
2110,2001,Drama,Gérard Krawczyk,6.2,283,-15300000
9035,2006,Comedy,James Gunn,6.3,317,-15500000
90,1984,Action,Martin Brest,6.8,961,301360478
771,1990,Comedy,Chris Columbus,7.1,2414,458684675
12154,1987,Family,Leonard Nimoy,5.8,253,0
9576,1982,Comedy,Sydney Pollack,6.9,421,156200000
744,1986,Action,Tony Scott,6.7,1698,341830601
146,2000,Adventure,Ang Lee,7.2,927,196525736
14,1999,Drama,Sam Mendes,7.9,3313,341296601
45269,2010,Drama,Tom Hooper,7.6,2752,399211549
9493,1988,Comedy,Ivan Reitman,5.7,559,201614388
22556,2008,Drama,Udayan Prasad,6.4,52,-14683000
873,1985,Drama,Steven Spielberg,7.7,338,131292009
33196,2009,Action,Yoon Je-kyoon,6.5,48,-4698351
205596,2014,History,Morten Tyldum,8.0,5723,219555708
10765,1980,Comedy,Howard Zieff,6.0,102,0
16769,1980,Drama,Michael Apted,7.2,67,52182787
33217,2010,Comedy,Thor Freudenthal,5.9,355,60700498
132232,2013,Horror,Andy Muschietti,6.0,1401,131497771
11153,1983,Comedy,Harold Ramis,7.1,410,46399552
208134,2013,Comedy,Jeff Tremaine,6.0,680,136831537
1165,2006,Drama,Stephen Frears,6.8,338,108384128
4011,1988,Fantasy,Tim Burton,7.1,1444,58326666
17202,2007,Comedy,Tyler Perry,6.1,33,40184721
9587,1994,Drama,Gillian Armstrong,7.0,215,-18000000
65086,2012,Drama,James Watkins,6.1,1206,110730736
10053,2006,Horror,Simon West,5.4,268,51966987
11870,2002,Comedy,Shawn Levy,5.6,197,37970014
11778,1978,Drama,Michael Cimino,7.8,921,35000000
586,1997,Comedy,Barry Levinson,6.7,270,49256513
18736,2003,Family,Jim Fall,5.7,280,38534455
134411,2013,Thriller,Ric Roman Waugh,5.8,1138,7930462
287903,2015,Horror,Michael Dougherty,5.9,584,46548707
9276,1998,Horror,Robert Rodriguez,6.2,492,25283321
15765,1993,Drama,Brian Gibson,6.9,72,0
2142,1997,Action,James Mangold,6.6,382,29862187
11397,2001,Comedy,Joel Gallen,5.5,431,50468332
77016,2012,Crime,David Ayer,7.2,1170,41126384
11478,2000,Crime,Rob Cohen,5.8,156,20007180
266856,2014,Drama,James Marsh,7.8,3311,108726688
13411,2003,Comedy,John Whitesell,4.7,77,0
10564,2000,Comedy,Matt Williams,6.9,155,18771174
947,1962,Adventure,David Lean,7.8,851,54995385
24150,2009,Horror,Rob Zombie,5.1,267,24421467
228970,2014,Drama,Jean-Marc Vallée,7.0,951,37501541
18405,2009,Crime,Dennis Iliadis,6.2,440,17721635
6961,2005,Comedy,Clare Kilner,6.2,230,32175038
11442,2002,Horror,Rick Rosenthal,4.5,228,24664855
2493,1987,Adventure,Rob Reiner,7.6,1486,14857814
14047,2007,Drama,Denzel Washington,6.9,151,15226144
64690,2011,Drama,Nicolas Winding Refn,7.4,3725,63054825
11132,2004,Comedy,Sara Sugarman,5.1,221,14331068
17127,1998,Comedy,Nicholas Hytner,5.6,72,31905889
1562,2007,Horror,Juan Carlos Fresnadillo,6.5,1197,49238440
232679,2014,Drama,Thomas Carter,6.3,130,15127963
17880,2005,Comedy,Wayne Wang,6.1,61,18645546
14736,2000,Action,Gina Prince-Bythewood,7.4,88,7728118
9434,1997,Action,George Armitage,6.9,275,28084357
23706,2009,Comedy,Phil Traill,4.7,295,25105542
11531,2000,Mystery,Joe Berlinger,4.3,212,0
9100,1996,Drama,Andrew Fleming,6.3,380,9769466
116,2005,Drama,Woody Allen,7.3,1105,70306374
38843,2010,Comedy,Elizabeth Allen Rosenbaum,6.1,245,0
1245,1993,Drama,James Ivory,7.5,202,11737911
4995,1997,Drama,Paul Thomas Anderson,7.5,796,28101594
10413,1993,Action,Robert Harmon,5.5,119,0
14012,2006,Drama,Michael Mayer,6.1,52,6000000
9793,2007,Horror,Martin Weisz,5.2,351,-15000000
12212,2000,Horror,John Ottman,4.4,100,24574362
13768,2002,Fantasy,Jay Russell,6.4,128,0
8975,2006,Action,John Bonito,5.0,163,2165608
342521,2016,Action,Peter Atencio,6.0,421,5566327
45272,2010,Drama,Shana Feste,5.9,80,5529194
9424,1998,Mystery,David Nutter,5.5,104,2507368
97367,2013,Drama,Derek Cianfrance,6.8,1653,20485608
254904,2014,Crime,Roger Donaldson,6.0,639,17556119
18681,1999,Drama,Stephan Elliott,5.3,42,-15000000
12162,2008,Drama,Kathryn Bigelow,7.2,1840,27000000
11495,1984,Fantasy,Mark L. Lester,5.9,173,2080167
64689,2012,Crime,Andrew Dominik,5.8,742,22930465
157849,2014,Thriller,Anton Corbijn,6.5,541,16554855
13166,2001,Comedy,Tom Green,4.6,115,0
15511,2008,Adventure,Mike Nawrocki,5.9,25,0
37003,2007,Music,Mark Pellington,6.7,10,7730842
12211,2000,Action,Douglas Aarniokoski,4.4,104,-9156392
13816,2006,Crime,Bryan Barber,5.1,17,0
51828,2011,Drama,Lone Scherfig,7.0,978,44389433
22798,2009,Drama,Drew Barrymore,6.7,357,1633035
7501,2001,Crime,Brian Koppelman,5.9,97,-3000000
10743,2003,Action,James Foley,6.4,126,0
37718,1999,Fantasy,Albert Brooks,5.3,31,0
15237,2004,Drama,Irwin Winkler,6.3,32,-20000000
9686,1989,Comedy,Francis Ford Coppola,6.2,64,-15000000
17644,1998,Family,Steve Gomer,2.9,8,0
97430,2012,Action,RZA,5.2,358,608545
12257,1998,Drama,Dean Parisot,4.8,32,-4556684
13539,2000,Romance,Mark Piznarski,5.4,48,0
68,1985,Comedy,Terry Gilliam,7.5,861,-15000000
14024,2004,Music,Sean McNamara,6.0,211,-132486
115,1998,Comedy,Joel Coen,7.8,2926,31189568
7874,2006,Drama,Craig Brewer,6.6,243,-4096154
4911,2002,Action,Ron Shelton,6.5,85,-5762530
1988,2007,Drama,Michael Winterbottom,6.7,95,2928871
16222,2000,Drama,David Raynr,5.0,37,-5097885
9557,2002,Comedy,Mort Nathan,4.7,146,-11413624
9026,2002,Comedy,Oliver Parker,6.7,127,0
57943,1998,Comedy,Dan Curtis,4.7,3,0
18276,2006,Drama,Wil Shriner,5.5,44,0
8321,2008,Comedy,Martin McDonagh,7.4,1388,19533783
72359,2013,Comedy,Tina Gordon Chism,5.6,26,-15
10186,2008,Comedy,Peter Cattaneo,5.6,156,-6237110
25704,2009,Comedy,Vicky Jenson,5.0,100,-8594755
133694,2012,Drama,Gus Van Sant,6.0,243,-6861212
19265,2009,Comedy,Woody Allen,6.8,350,20097815
36047,2000,Thriller,Mary Lambert,4.7,15,-9782502
8053,2005,Adventure,Tommy Lee Jones,7.0,177,-2963851
2290,1999,Comedy,Peter Kassovitz,6.0,90,0
5236,2005,Action,Shane Black,7.2,886,785148
6552,1999,Thriller,Rodman Flender,6.1,182,-20847770
1018,2001,Thriller,David Lynch,7.6,1477,5117339
10075,2007,Drama,Katja von Garnier,5.4,87,0
38031,2010,Comedy,Woody Allen,5.8,251,-22000000
42188,2010,Drama,Mark Romanek,6.8,737,-5544768
112430,2007,Drama,Mikael Salomon,7.0,12,0
6687,2008,Thriller,Brad Anderson,6.5,195,-9073590
13853,1986,Adventure,Michael Chapman,4.8,27,-15000000
31306,1999,Comedy,Antonio Banderas,6.5,12,0
8461,2007,Horror,Michael Haneke,6.3,545,-7061128
331592,2015,Drama,Khalil Sullins,5.5,31,0
47692,1999,Drama,Atom Egoyan,6.6,23,0
19,1927,Drama,Fritz Lang,8.0,657,-91969578
10045,2004,Action,Pierre Morel,6.5,565,-2415869
400,1995,Drama,Gary Fleder,6.7,85,-7470234
253450,2015,Action,Hou Hsiao-hsien,6.6,157,-14367458
9104,2001,Drama,Gregor Jordan,6.5,93,-15000000
11190,2003,Thriller,Andrey Zvyagintsev,7.4,100,0
16353,2008,Adventure,Tony Jaa,6.0,152,436663
23759,2010,Adventure,Neil Marshall,5.9,386,-5185211
24206,1996,Drama,Russell Mulcahy,5.0,22,-14923618
10185,2008,Mystery,Ryûhei Kitamura,6.0,290,-11466773
75033,2011,Drama,Darrell James Roodt,5.2,5,-15000000
74536,2011,Drama,Dito Montiel,4.8,92,-15000000
31668,2001,Action,Stefan Ruzowitzky,6.1,7,-14977000
13501,2007,Comedy,Jake Paltrow,5.7,41,-14979620
15208,2008,Drama,Juraj Jakubisko,5.6,31,0
172391,2013,Animation,Anthony Silverston,5.8,72,7187375
262543,2014,Thriller,Gabe Ibáñez,5.6,670,-7000000
9288,2005,Action,Gerry Lively,4.8,36,0
370980,2015,Drama,Daniele Luchetti,7.3,12,-15000000
20083,2009,Drama,Derek Yee Tung-Sing,6.7,65,-15000000
40880,2001,Drama,Julien Temple,4.5,2,0
137,1993,Romance,Harold Ramis,7.4,2301,56306973
264999,2015,Comedy,Gregory Jacobs,6.3,706,107713057
454,1996,Drama,Baz Luhrmann,6.7,1374,132798761
53457,2010,Drama,Gilles Paquet-Brenner,7.2,196,7511906
288980,2014,Drama,Peter Cousens,5.8,9,-14500000
33,1992,Western,Clint Eastwood,7.7,1113,145157447
1951,2005,Drama,Lars von Trier,6.9,78,-13525082
12405,2008,Drama,Danny Boyle,7.6,2827,362910544
10998,1987,Drama,Adrian Lyne,6.6,291,306145693
114,1990,Romance,Garry Marshall,7.0,1746,449000000
9396,1988,Adventure,John Cornell,5.5,303,239606210
319910,2015,Thriller,Vidhu Vinod Chopra,5.0,10,0
2604,1989,Drama,Oliver Stone,6.7,395,147001698
864,1993,Comedy,Jon Turteltaub,6.8,491,140864401
14435,2009,Mystery,Patrick Lussier,5.3,299,85734718
1931,2007,Drama,Sylvain White,6.1,88,62511123
691,1977,Adventure,Lewis Gilbert,6.6,507,171438673
9877,1998,Horror,Jamie Blanks,5.6,290,58527595
62008,2012,Comedy,Tyler Perry,6.2,45,0
12227,1991,Action,Randal Kleiser,6.5,135,20793160
13824,1999,Comedy,Bruce McCulloch,5.1,83,0
71688,2011,History,Phyllida Lloyd,6.2,527,101956699
15173,2002,Action,Phil Vischer,6.4,22,0
8291,1993,Drama,John Singleton,6.9,47,13515786
13950,2002,Action,Kevin Bray,5.8,48,11482931
12158,1995,Comedy,Wes Craven,4.5,111,5800000
11586,1977,Horror,John Boorman,4.5,133,16749142
10008,2005,Horror,Courtney Solomon,5.3,142,0
2830,2003,Comedy,David Zucker,4.4,180,-14000000
12403,2009,Thriller,David Twohy,6.2,351,8852638
34563,2010,Comedy,Rick Famuyiwa,5.7,39,7409028
14557,1998,Comedy,Alan Cohn,5.6,49,0
10368,1999,Comedy,Franco Zeffirelli,5.8,32,9001563
10280,1996,Horror,Tom Holland,5.5,124,0
12637,1977,Drama,Martin Scorsese,6.1,67,0
34152,1994,Comedy,Spike Lee,6.7,31,0
14434,2007,Comedy,Chris Rock,5.0,55,2196245
11470,2001,Horror,James Isaac,4.5,291,5951798
10741,2006,History,Emilio Estevez,6.4,119,0
24940,2001,Comedy,Mark Waters,5.3,73,-3575530
82679,2012,Comedy,Josh Schwartz,5.5,134,-2582638
2013,2007,Drama,Julian Schnabel,7.4,283,5777647
1440,2006,Romance,Todd Field,6.9,240,-11178342
18041,2000,Drama,Davis Guggenheim,5.5,68,-8891180
28029,1999,Drama,Tony Goldwyn,6.2,21,-14000000
1123,2006,Action,Phillip Noyce,6.4,25,4291965
14033,2001,Horror,Stephen Carpenter,4.4,49,0
87729,1995,Drama,James Ivory,5.2,10,-11526000
16899,2008,Comedy,Stephan Elliott,6.3,108,0
41317,1978,Action,James Fargo,5.8,1,0
245700,2014,History,Mike Leigh,6.3,204,5405500
37842,2009,Drama,Alain Resnais,5.8,22,0
9045,2002,Drama,Costa-Gavras,7.1,75,0
44092,2010,History,John Woo,6.7,57,-12000000
16005,2008,Comedy,Neil Burger,6.3,55,0
44754,2011,Drama,Kenneth Lonergan,6.1,86,-13953505
23988,2009,Comedy,Bo Zenga,4.0,97,-108
43949,2010,Romance,Rob Reiner,7.4,418,-12244788
142,2005,Drama,Ang Lee,7.5,1480,164043761
9603,1995,Comedy,Amy Heckerling,6.9,803,-12000000
10712,2002,Drama,Todd Haynes,6.9,144,15527914
243938,2015,Comedy,Steve Pink,5.0,354,-1685349
10876,2000,Drama,Philip Kaufman,6.8,128,-6439124
86838,2012,Comedy,Martin McDonagh,6.7,1206,4422261
25208,2001,Drama,Kasi Lemmons,6.0,27,0
613,2004,Drama,Oliver Hirschbiegel,7.7,1037,73841160
1913,2004,Drama,Alejandro Amenábar,7.2,219,25729221
97370,2014,Thriller,Jonathan Glazer,6.0,1102,-7919749
801,1987,Comedy,Barry Levinson,7.1,642,110922370
70829,2010,Action,Shim Hyung-Rae,4.7,7,3300000
54518,2011,Documentary,Jon M. Chu,4.8,154,85441954
44214,2010,Drama,Darren Aronofsky,7.3,4430,314803731
240,1974,Drama,Francis Ford Coppola,8.3,3338,34542841
9816,2001,Drama,Thomas Carter,6.3,352,78038276
10131,1988,Horror,Renny Harlin,5.8,281,65500000
339984,2016,Drama,Patricia Riggen,6.7,186,61000000
8859,2000,Comedy,Danny Leiner,5.2,509,60180723
11967,1988,Crime,Christopher Cain,6.6,258,31726644
239563,2014,Comedy,Theodore Melfi,7.1,763,41837234
222899,2014,Comedy,Steve Pink,6.0,210,36502684
4951,1999,Comedy,Gil Junger,7.3,1701,37478166
10985,2002,Comedy,Ed Decter,5.7,151,-13000000
9644,1993,Comedy,Gene Quintano,5.7,157,0
332567,2016,Horror,Jaume Collet-Serra,6.2,1567,102100758
1954,2004,Science Fiction,Eric Bress,7.3,2060,83060858
15489,2000,Comedy,Chris Koch,4.8,51,0
15250,2007,Comedy,Preston A. Whitmore II,7.1,29,-13000000
22345,1999,Science Fiction,Bob Clark,3.3,75,24450736
9448,1998,Action,Kirk Wong,6.1,109,14007143
38223,1996,Comedy,Bronwen Hughes,5.7,46,-12000000
11186,1990,Drama,John Lafia,5.8,308,22763605
136835,2014,Crime,Sam Miller,5.6,181,40630415
5876,2007,Science Fiction,Frank Darabont,6.7,1399,39096190
264660,2015,Drama,Alex Garland,7.6,4737,21869414
492,1999,Fantasy,Spike Jonze,7.3,1101,9863596
25462,2001,Comedy,Mark Brown,6.6,17,-6000000
238603,2014,Family,Dave Green,5.7,290,32300000
10691,2001,Drama,John Stockwell,6.6,96,3929123
1251,2006,Action,Clint Eastwood,7.2,541,49673228
5172,2006,Adventure,Michael Polish,6.2,123,-1869111
58680,1998,Comedy,Daisy von Scherler Mayer,5.5,10,-4973029
264644,2015,Drama,Lenny Abrahamson,8.1,2757,29401758
14577,1998,Comedy,Bob Saget,6.5,66,0
11592,1994,Comedy,John Waters,6.4,135,-5179312
16406,1999,Comedy,Andrew Fleming,5.7,67,14500000
19052,1999,Drama,Craig Bolotin,6.6,7,0
3682,1998,Music,Mark Christopher,5.5,135,3757163
9683,2001,Adventure,Blair Hayes,5.1,163,0
2084,2001,Comedy,Jez Butterworth,6.1,103,-13000000
107811,2013,Comedy,Jon Lucas,5.7,737,35065672
2266,2006,Drama,Isabel Coixet,6.8,207,-8142633
13074,2007,Drama,Rod Lurie,5.9,60,0
144340,2013,Comedy,Paul Weitz,5.4,304,5000000
48217,2000,Romance,Patrice Leconte,6.7,11,0
28211,2009,Drama,Atom Egoyan,5.9,498,-6540542
47502,1996,Comedy,Paul Mazursky,4.8,4,-3210100
9950,2006,Drama,Sidney Lumet,6.5,138,-10363363
84892,2012,Drama,Stephen Chbosky,7.7,2968,20400000
24227,1993,Action,Jon Hess,4.5,10,-1800000
9672,2006,Drama,Douglas McGrath,6.4,60,-11848670
44853,2000,Drama,Michael Winterbottom,5.6,17,0
157544,2015,Thriller,Mark Neveldine,4.6,243,-11215237
59678,2011,Action,Joe Cornish,6.3,733,-10385849
79777,2011,Drama,Angelina Jolie,5.8,45,-9696123
158011,2013,Crime,Brad Anderson,6.6,1257,55572378
407887,2016,History,John H. Lee,5.8,29,0
17043,2002,Family,John Stainton,5.3,34,33082548
8952,2009,Comedy,Glenn Ficarra,6.4,503,-2347965
62204,1981,Adventure,Jean-Jacques Annaud,7.1,109,43260558
13435,2002,Drama,Denzel Washington,6.7,137,10867586
17187,2002,Drama,Michael Hoffman,6.9,96,0
319,1993,Action,Tony Scott,7.5,749,-218449
59457,2010,Romance,Benedek Fliegauf,5.9,92,-3100000
9504,1992,Crime,James Foley,7.5,323,-1774772
37414,2010,Crime,Michael Winterbottom,6.0,173,-13000000
6217,1982,Drama,Paul Schrader,6.0,94,0
26688,2009,Horror,Stewart Hendler,5.4,177,14706120
43867,1937,Adventure,John Cromwell,8.4,11,0
6615,2007,Comedy,Craig Gillespie,7.1,509,-706337
14574,2008,War,Mark Herman,7.7,1451,7916563
16,2000,Drama,Lars von Trier,7.6,377,27231879
39780,1997,Drama,Gillian Armstrong,6.2,25,0
21612,1996,Crime,Abel Ferrara,7.3,31,-11272676
36691,2009,Comedy,Brian Koppelman,5.8,84,-9975218
23631,2010,Action,Robert Rodriguez,6.3,1150,11327899
45324,2010,Crime,George Hickenlooper,6.0,94,-11416317
12144,1988,Animation,Don Bluth,7.0,640,72160846
11658,2004,Action,Kang Je-gyu,7.4,133,15
56601,2010,Drama,William Dear,6.3,30,-8621007
9552,1973,Drama,William Friedkin,7.5,2005,433306145
578,1975,Horror,Steven Spielberg,7.5,2542,463654000
2105,1999,Comedy,Chris Weitz,6.4,2296,224483004
126319,2012,Animation,Stéphane Aubier,7.6,142,-4407494
10136,1986,Action,Michael Ritchie,5.6,304,54817939
67660,2012,Comedy,Tim Story,6.9,281,84070507
10611,2002,Comedy,Tim Story,6.2,137,63781642
154,1982,Action,Nicholas Meyer,7.3,675,84800000
3049,1994,Comedy,Tom Shadyac,6.4,1648,92217396
860,1983,Thriller,John Badham,7.0,504,67567667
9281,1985,Crime,Peter Weir,7.0,375,56706993
75674,2012,Action,Mike McCoy,6.3,417,69272766
9762,2006,Music,Anne Fletcher,6.7,1060,102194847
3179,1996,Animation,Mike Judge,6.5,168,-12000000
184,1997,Comedy,Quentin Tarantino,7.3,1514,27673162
13335,2008,Comedy,Jon Hurwitz,6.2,497,31493123
76726,2012,Science Fiction,Josh Trank,6.6,1935,130000000
10269,1983,Music,Barbra Streisand,6.2,51,18400000
36819,1981,Family,Terry Gilliam,6.6,249,37365581
17130,2002,Action,Tamra Davis,4.7,158,49141030
57214,2012,Comedy,Nima Nourizadeh,6.5,1564,88000000
11202,1970,Drama,Franklin J. Schaffner,7.3,323,77800000
9357,2002,Horror,Mark Romanek,6.6,435,40223306
13812,2008,Horror,John Erick Dowdle,5.5,339,28855419
9030,2008,Drama,David Moreau,5.5,281,44309766
19084,2004,Comedy,Christopher Erskin,4.7,30,19179516
8386,2001,Comedy,Jesse Dylan,6.3,218,19155435
10437,1992,Comedy,Brian Henson,7.2,212,27281507
1360,2002,Drama,Julie Taymor,7.3,383,44298474
101267,2012,Documentary,Dan Cutforth,6.5,85,20726956
222935,2014,Romance,Josh Boone,7.6,3759,295166834
10220,1998,Drama,John Dahl,6.9,439,10921898
284296,2014,Drama,Chris Rock,6.3,210,25434291
31915,1979,Horror,John Frankenheimer,5.4,25,42000000
11601,1999,Horror,David Koepp,6.5,330,9133087
205220,2013,Drama,Stephen Frears,7.4,579,88129872
11354,2005,Comedy,Mike Binder,6.4,72,0
16241,1978,Horror,Franklin J. Schaffner,6.6,101,0
14191,2006,Fantasy,Elizabeth Allen Rosenbaum,5.8,364,11006849
286565,2015,Drama,Jake Schreier,6.1,1937,73512300
26710,2004,Comedy,Cheryl Dunye,4.3,15,51
129670,2013,Drama,Alexander Payne,7.4,636,5654912
9059,1995,Horror,Ernest R. Dickerson,6.7,94,0
34549,2001,Comedy,Tim Hill,5.4,33,5292381
